Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Afghanistan,AFG,..,..,4.70559978485107,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Albania,ALB,51.5211601257324,57.6837196350098,57.6542510986328,57.9497184753418,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Algeria,DZA,..,35.0874099731445,39.7834014892578,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,American Samoa,ASM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Andorra,AND,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Angola,AGO,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Antigua and Barbuda,ATG,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Argentina,ARG,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Armenia,ARM,27.1798400878906,49.9204216003418,56.0822601318359,55.6025886535645,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Aruba,ABW,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Australia,AUS,..,74.3064880371094,78.2728424072266,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Austria,AUT,42.9582481384277,..,41.3210105895996,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Azerbaijan,AZE,16.7298793792725,20.469539642334,21.7861499786377,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Bahamas, The",BHS,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bahrain,BHR,35.095401763916,34.202449798584,34.5810203552246,44.0120887756348,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bangladesh,BGD,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Barbados,BRB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Belarus,BLR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Belgium,BEL,33.0173988342285,36.8465118408203,61.7002487182617,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Belize,BLZ,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Benin,BEN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bermuda,BMU,..,0,0,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bhutan,BTN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bolivia,BOL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bosnia and Herzegovina,BIH,..,..,37.5567092895508,38.3719291687012,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Botswana,BWA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Brazil,BRA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,British Virgin Islands,VGB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Brunei Darussalam,BRN,..,..,..,34.7137603759766,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Bulgaria,BGR,57.7330589294434,58.1222915649414,58.3404884338379,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Burkina Faso,BFA,..,..,1.18314003944397,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Burundi,BDI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cabo Verde,CPV,16.039909362793,13.5831804275513,18.3526000976563,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cambodia,KHM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cameroon,CMR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Canada,CAN,46.1947708129883,..,48.8249282836914,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cayman Islands,CYM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Central African Republic,CAF,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Chad,TCD,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Channel Islands,CHI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Chile,CHL,..,..,15.3697595596313,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,China,CHN,34.8321304321289,37.1287498474121,38.7916603088379,39.2628593444824,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Colombia,COL,26.1523990631104,28.3227195739746,30.8039894104004,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Comoros,COM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Congo, Dem. Rep.",COD,3.90092992782593,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Congo, Rep.",COG,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Costa Rica,CRI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cote d'Ivoire,CIV,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Croatia,HRV,53.3128814697266,52.8193817138672,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cuba,CUB,29.3128890991211,21.3895893096924,22.2123394012451,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Curacao,CUW,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Cyprus,CYP,1.15199995040894,31.5388107299805,26.8667793273926,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Czech Republic,CZE,48.4628715515137,54.7742004394531,55.5901298522949,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Denmark,DNK,..,65.9789886474609,67.571159362793,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Djibouti,DJI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Dominica,DMA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Dominican Republic,DOM,31.243049621582,41.7063102722168,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Ecuador,ECU,46.8849487304688,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Egypt, Arab Rep.",EGY,18.6382007598877,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,El Salvador,SLV,13.5523099899292,15.0436296463013,14.8148097991943,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Equatorial Guinea,GNQ,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Eritrea,ERI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Estonia,EST,..,..,60.078800201416,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Eswatini,SWZ,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Ethiopia,ETH,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Faroe Islands,FRO,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Fiji,FJI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Finland,FIN,64.5000076293945,68.6738586425781,71.7576599121094,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,France,FRA,54.3181915283203,..,54.6660995483398,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,French Polynesia,PYF,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Gabon,GAB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Gambia, The",GMB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Georgia,GEO,38.3779296875,38.645320892334,51.2538108825684,41.3097686767578,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Germany,DEU,46.4361801147461,46.4608917236328,45.2506408691406,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Ghana,GHA,7.27162981033325,7.19336986541748,8.79444980621338,7.68844985961914,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Gibraltar,GIB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Greece,GRC,..,56.4736289978027,55.0347213745117,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Greenland,GRL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Grenada,GRD,65.2265472412109,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Guam,GUM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Guatemala,GTM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Guinea,GIN,..,3.1877601146698,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Guinea-Bissau,GNB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Guyana,GUY,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Haiti,HTI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Honduras,HND,13.3264598846436,12.6104698181152,12.7305202484131,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Hungary,HUN,39.0088081359863,36.1689987182617,39.2487602233887,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Iceland,ISL,..,..,66.4567565917969,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,India,IND,29.3956508636475,30.3251991271973,30.5636806488037,31.4034004211426,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Indonesia,IDN,24.274040222168,25.5768203735352,25.2675304412842,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Iran, Islamic Rep.",IRN,33.8621788024902,34.3291091918945,33.265380859375,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Iraq,IRQ,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Ireland,IRL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Isle of Man,IMN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Israel,ISR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Italy,ITA,45.3614692687988,..,48.4676513671875,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Jamaica,JAM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Japan,JPN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Jordan,JOR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kazakhstan,KAZ,59.7888298034668,60.3890800476074,59.7448310852051,65.6408615112305,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kenya,KEN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kiribati,KIR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Korea, Dem. People's Rep.",PRK,..,..,13.4774703979492,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Korea, Rep.",KOR,54.6596908569336,55.5121192932129,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kosovo,XKX,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kuwait,KWT,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Kyrgyz Republic,KGZ,40.188419342041,54.6886901855469,27.010290145874,33.1049613952637,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Lao PDR,LAO,12.3551197052002,7.88267993927002,8.04144954681396,8.75160026550293,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Latvia,LVA,54.8953514099121,57.0029602050781,64.9912872314453,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Lebanon,LBN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Lesotho,LSO,..,..,5.21430015563965,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Liberia,LBR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Libya,LBY,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Liechtenstein,LIE,..,..,14.5454502105713,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Lithuania,LTU,74.5970993041992,79.2850494384766,78.7544784545898,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Luxembourg,LUX,..,..,9.34873962402344,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Macao SAR, China",MAC,69.9436264038086,71.9053268432617,76.1964416503906,84.537727355957,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Madagascar,MDG,3.26844000816345,3.78140997886658,3.89860010147095,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Malawi,MWI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Malaysia,MYS,..,..,..,18.9341907501221,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Maldives,MDV,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mali,MLI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Malta,MLT,44.7885208129883,51.3219299316406,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Marshall Islands,MHL,..,..,..,2.54237008094788,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mauritania,MRT,2.40546989440918,2.15434002876282,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mauritius,MUS,..,34.206470489502,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mexico,MEX,28.5473003387451,29.8073902130127,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Moldova,MDA,45.3833084106445,42.3130912780762,41.1027603149414,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Monaco,MCO,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mongolia,MNG,..,73.1531600952148,61.600658416748,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Montenegro,MNE,..,42.7666816711426,..,42.2990798950195,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Morocco,MAR,14.6234502792358,16.8484306335449,..,18.8188800811768,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Mozambique,MOZ,..,..,4.05078983306885,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Myanmar,MMR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Namibia,NAM,15.5319595336914,17.6473007202148,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Nauru,NRU,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Nepal,NPL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Netherlands,NLD,54.521900177002,57.4528999328613,59.3245086669922,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,New Caledonia,NCL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,New Zealand,NZL,66.8197784423828,67.3112182617188,56.1126518249512,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Nicaragua,NIC,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Niger,NER,2.04116010665894,2.52458000183105,3.32126998901367,2.54273009300232,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Nigeria,NGA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,North Macedonia,MKD,..,34.3698997497559,32.8279800415039,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Northern Mariana Islands,MNP,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Norway,NOR,63.7541999816895,68.1985015869141,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Oman,OMN,29.0705795288086,37.9042510986328,37.8241386413574,39.5708808898926,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Pakistan,PAK,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Palau,PLW,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Panama,PAN,34.3278007507324,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Papua New Guinea,PNG,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Paraguay,PRY,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Peru,PER,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Philippines,PHL,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Poland,POL,..,61.1912117004395,56.8263092041016,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Portugal,PRT,58.5637893676758,59.2027206420898,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Puerto Rico,PRI,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Qatar,QAT,20.1289901733398,25.5187091827393,28.3637104034424,29.0702590942383,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Romania,ROU,45.9087104797363,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Russian Federation,RUS,87.8336715698242,80.8769683837891,66.83544921875,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Rwanda,RWA,..,8.11651039123535,7.03037977218628,5.63297986984253,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Samoa,WSM,..,16.2539691925049,17.3830604553223,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,San Marino,SMR,..,..,31.7647094726563,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sao Tome and Principe,STP,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Saudi Arabia,SAU,35.7489814758301,42.4251899719238,50.4582290649414,52.0478286743164,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Senegal,SEN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Serbia,SRB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Seychelles,SYC,12.3367204666138,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sierra Leone,SLE,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Singapore,SGP,69.3806381225586,66.8642501831055,61.9462509155273,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Slovak Republic,SVK,..,46.6325798034668,45.2047309875488,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Slovenia,SVN,..,61.6150283813477,60.9188194274902,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Solomon Islands,SLB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Somalia,SOM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,South Africa,ZAF,12.0902795791626,12.7636404037476,13.7200403213501,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,South Sudan,SSD,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Spain,ESP,52.8848686218262,52.0282287597656,52.5691909790039,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sri Lanka,LKA,14.0881004333496,14.656379699707,..,13.7996702194214,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,St. Lucia,LCA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,St. Martin (French part),MAF,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sudan,SDN,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Suriname,SUR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Sweden,SWE,48.1861801147461,48.1075592041016,53.1119689941406,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Switzerland,CHE,..,52.8513717651367,54.4756011962891,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Tajikistan,TJK,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Tanzania,TZA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Thailand,THA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Timor-Leste,TLS,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Togo,TGO,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Tonga,TON,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Trinidad and Tobago,TTO,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Tunisia,TUN,34.5687294006348,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Turkey,TUR,..,..,36.7539482116699,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Turkmenistan,TKM,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Tuvalu,TUV,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Uganda,UGA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Ukraine,UKR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,United Arab Emirates,ARE,24.2108898162842,26.850830078125,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,United Kingdom,GBR,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,United States,USA,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Uruguay,URY,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Uzbekistan,UZB,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,Vanuatu,VUT,..,..,..,..,..
"Gross graduation ratio, tertiary, female (%)",SE.TER.CMPL.FE.ZS,"Venezuela, RB",VEN,..,..,..,..,..
